,Name,Code,Sector
768,삼화왕관,004450,Consumer Cyclical
769,부국철강,026940,Basic Materials
770,세하,027970,Basic Materials
771,아모레G우,002795,Consumer Defensive
772,문배철강,008420,Basic Materials
773,시디즈,134790,Consumer Cyclical
774,천일고속,000650,Industrials
775,현대건설우,000725,Industrials
776,서원,021050,Industrials
777,한익스프레스,014130,Industrials
778,이화산업,000760,Basic Materials
779,SK케미칼우,28513K,Basic Materials
780,화인베스틸,133820,Basic Materials
781,신세계건설,034300,Industrials
782,DSR제강,069730,Industrials
783,덕성,004830,Consumer Cyclical
784,태양금속,004100,Consumer Cyclical
785,미래에셋맵스리츠,357250,Real Estate
786,일진디스플,020760,Technology
787,티웨이홀딩스,004870,Basic Materials
788,CS홀딩스,000590,Industrials
789,에쓰씨엔지니어링,023960,Industrials
790,우진플라임,049800,Industrials
791,비상교육,100220,Communication Services
792,성보화학,003080,Basic Materials
793,핸즈코퍼레이션,143210,Consumer Cyclical
794,쌍방울,102280,Consumer Cyclical
795,코오롱인더우,120115,Basic Materials
796,삼일씨엔에스,004440,Basic Materials
797,삼정펄프,009770,Basic Materials
798,신풍제약우,019175,Healthcare
799,동양피스톤,092780,Consumer Cyclical
800,인바이오젠,101140,Consumer Cyclical
801,유한양행우,000105,Healthcare
802,동원금속,018500,Consumer Cyclical
803,국동,005320,Consumer Cyclical
804,티에이치엔,019180,Consumer Cyclical
805,메타랩스,090370,Consumer Cyclical
806,KR모터스,000040,Consumer Cyclical
807,계양전기,012200,Industrials
808,SG글로벌,001380,Consumer Cyclical
809,모나미,005360,Consumer Cyclical
810,더메디팜,118000,Healthcare
811,우신시스템,017370,Consumer Cyclical
812,GS우,078935,Industrials
813,갤럭시아에스엠,011420,Communication Services
814,미래에셋증권우,006805,Financial Services
815,IHQ,003560,Communication Services
816,한창,005110,Industrials
817,대림B&Co,005750,Industrials
818,영화금속,012280,Consumer Cyclical
819,부국증권우,001275,Financial Services
820,평화홀딩스,010770,Industrials
821,MH에탄올,023150,Consumer Defensive
822,전방,000950,Consumer Cyclical
823,DL이앤씨2우(전환),37550L,Industrials
824,세원이앤씨,091090,Industrials
825,유엔젤,072130,Communication Services
826,선도전기,007610,Technology
827,진양폴리,010640,Basic Materials
828,원림,005820,Consumer Cyclical
829,대림통상,006570,Consumer Defensive
830,롯데칠성우,005305,Consumer Defensive
831,성문전자,014910,Technology
832,한국전자홀딩스,006200,Technology
833,페이퍼코리아,001020,Basic Materials
834,한국ANKOR유전,152550,Etc
835,진양화학,051630,Basic Materials
836,남양유업우,003925,Consumer Defensive
837,케이탑리츠,145270,Real Estate
838,미래아이앤지,007120,Industrials
839,DL우,000215,Industrials
840,청호ICT,012600,Industrials
841,형지엘리트,093240,Consumer Cyclical
842,주연테크,044380,Technology
843,동양고속,084670,Industrials
844,동일제강,002690,Basic Materials
845,WISCOM,024070,Basic Materials
846,DL이앤씨우,37550K,Industrials
847,세우글로벌,013000,Basic Materials
848,우진아이엔에스,010400,Industrials
849,세기상사,002420,Communication Services
850,바다로19호,155900,Industrials
851,유화증권우,003465,Financial Services
852,호텔신라우,008775,Consumer Cyclical
853,비비안,002070,Consumer Cyclical
854,경인전자,009140,Technology
855,에넥스,011090,Consumer Cyclical
856,SK디스커버리우,006125,Industrials
857,윌비스,008600,Consumer Cyclical
858,태원물산,001420,Consumer Cyclical
859,동원수산,030720,Consumer Defensive
860,참엔지니어링,009310,Technology
861,TBH글로벌,084870,Consumer Cyclical
862,부산주공,005030,Consumer Cyclical
863,이스타코,015020,Real Estate
864,SUN&L,002820,Basic Materials
865,유안타증권우,003475,Financial Services
866,신풍,002870,Consumer Cyclical
867,한국주강,025890,Basic Materials
868,한성기업,003680,Consumer Defensive
869,카프로,006380,Basic Materials
870,체시스,033250,Consumer Cyclical
871,SHD,001770,Consumer Cyclical
872,대교우B,019685,Consumer Defensive
873,진도,088790,Consumer Cyclical
874,두산퓨얼셀2우B,33626L,Industrials
875,BYC우,001465,Consumer Cyclical
876,롯데지주우,00499K,Consumer Defensive
877,제이준코스메틱,025620,Consumer Defensive
878,대한항공우,003495,Industrials
879,금호전기,001210,Industrials
880,한솔PNS,010420,Basic Materials
881,세방우,004365,Industrials
882,모두투어리츠,204210,Real Estate
883,녹십자홀딩스2우,005257,Healthcare
884,한화투자증권우,003535,Financial Services
885,하이트론,019490,Industrials
886,코오롱모빌리티그룹우,45014K,Consumer Cyclical
887,한화갤러리아우,45226K,Consumer Cyclical
888,대덕전자1우,35320K,Technology
889,코아스,071950,Consumer Cyclical
890,솔루스첨단소재2우B,33637L,Technology
891,LX하우시스우,108675,Industrials
892,대한제당우,001795,Consumer Defensive
893,대상우,001685,Consumer Defensive
894,넥센타이어1우B,002355,Consumer Cyclical
895,비케이탑스,030790,Technology
896,하이트진로2우B,000087,Consumer Defensive
897,NPC우,004255,Consumer Cyclical
898,삼성중공우,010145,Industrials
899,코리아써우,007815,Technology
900,한화우,000885,Industrials
901,에이리츠,140910,Real Estate
902,삼양홀딩스우,000075,Industrials
903,코오롱글로벌우,003075,Industrials
904,코오롱우,002025,Industrials
905,한진칼우,18064K,Industrials
906,일정실업,008500,Consumer Cyclical
907,LX홀딩스1우,38380K,Industrials
908,유유제약1우,000225,Healthcare
909,JW중외제약2우B,001067,Healthcare
910,티와이홀딩스우,36328K,Communication Services
911,대덕1우,00806K,Technology
912,넥센우,005725,Consumer Cyclical
913,태양금속우,004105,Consumer Cyclical
914,성신양회우,004985,Basic Materials
915,JW중외제약우,001065,Healthcare
916,삼양사우,145995,Industrials
917,SK증권우,001515,Financial Services
918,대상홀딩스우,084695,Consumer Defensive
919,일양약품우,007575,Healthcare
920,태영건설우,009415,Industrials
921,남선알미우,008355,Basic Materials
922,크라운제과우,26490K,Consumer Defensive
923,DB하이텍1우,000995,Technology
924,덕성우,004835,Consumer Cyclical
925,동원시스템즈우,014825,Consumer Cyclical
926,코리아써키트2우B,00781K,Technology
927,대원전선우,006345,Industrials
928,동부건설우,005965,Industrials
929,한양증권우,001755,Financial Services
930,금강공업우,014285,Basic Materials
931,크라운해태홀딩스우,005745,Consumer Defensive
932,노루페인트우,090355,Basic Materials
933,깨끗한나라우,004545,Basic Materials
934,금호건설우,002995,Industrials
935,하이트진로홀딩스우,000145,Consumer Defensive
936,현대비앤지스틸우,004565,Basic Materials
937,계양전기우,012205,Industrials
938,서울식품우,004415,Consumer Defensive
939,노루홀딩스우,000325,Basic Materials
940,SK네트웍스우,001745,Industrials
941,CJ씨푸드1우,011155,Consumer Defensive
942,성문전자우,014915,Technology
943,진흥기업우B,002785,Industrials
944,흥국화재우,000545,Financial Services
945,유유제약2우B,000227,Healthcare
946,동양2우B,001527,Basic Materials
947,동양우,001525,Basic Materials
948,진흥기업2우B,002787,Industrials
949,흥국화재2우B,000547,Financial Services
0,에코프로비엠,247540,Etc
1,에코프로,086520,Etc
2,셀트리온헬스케어,091990,Etc
3,엘앤에프,066970,Etc
4,HLB,028300,Etc
5,JYP Ent.,035900,Etc
6,셀트리온제약,068760,Etc
7,카카오게임즈,293490,Etc
8,펄어비스,263750,Etc
9,오스템임플란트,048260,Etc
10,알테오젠,196170,Etc
11,에스엠,041510,Etc
12,HPSP,403870,Etc
13,케어젠,214370,Etc
14,레인보우로보틱스,277810,Etc
15,천보,278280,Etc
16,리노공업,058470,Etc
17,동진쎄미켐,005290,Etc
18,스튜디오드래곤,253450,Etc
19,메디톡스,086900,Etc
20,더블유씨피,393890,Etc
21,클래시스,214150,Etc
22,솔브레인,357780,Etc
23,포스코DX,022100,Etc
24,성일하이텍,365340,Etc
25,와이지엔터테인먼트,122870,Etc
26,CJ ENM,035760,Etc
27,에스티팜,237690,Etc
28,원익IPS,240810,Etc
29,위메이드,112040,Etc
30,나노신소재,121600,Etc
31,카나리아바이오,016790,Etc
32,대주전자재료,078600,Etc
33,삼천당제약,000250,Etc
34,에스에프에이,056190,Etc
35,윤성에프앤씨,372170,Etc
36,바이오니아,064550,Etc
37,휴젤,145020,Etc
38,넥슨게임즈,225570,Etc
39,파라다이스,034230,Etc
40,씨젠,096530,Etc
41,파마리서치,214450,Etc
42,피엔티,137400,Etc
43,루닛,328130,Etc
44,티씨케이,064760,Etc
45,엔켐,348370,Etc
46,HLB생명과학,067630,Etc
47,에스앤에스텍,101490,Etc
48,파크시스템스,140860,Etc
49,에이비엘바이오,298380,Etc
50,이오테크닉스,039030,Etc
51,포스코엠텍,009520,Etc
52,덕산네오룩스,213420,Etc
53,레고켐바이오,141080,Etc
54,네오위즈,095660,Etc
55,제이오,418550,Etc
56,에코프로에이치엔,383310,Etc
57,레이크머티리얼즈,281740,Etc
58,동화기업,025900,Etc
59,심텍,222800,Etc
60,HK이노엔,195940,Etc
61,현대바이오,048410,Etc
62,고영,098460,Etc
63,하림지주,003380,Etc
64,SFA반도체,036540,Etc
65,오스코텍,039200,Etc
66,기가비스,420770,Etc
67,하나머티리얼즈,166090,Etc
68,에스티큐브,052020,Etc
69,ISC,095340,Etc
70,비에이치,090460,Etc
71,컴투스,078340,Etc
72,차바이오텍,085660,Etc
73,디어유,376300,Etc
74,아프리카TV,067160,Etc
75,하이드로리튬,101670,Etc
76,이오플로우,294090,Etc
77,씨아이에스,222080,Etc
78,미래나노텍,095500,Etc
79,성우하이텍,015750,Etc
80,이녹스첨단소재,272290,Etc
81,엘앤씨바이오,290650,Etc
82,하나마이크론,067310,Etc
83,주성엔지니어링,036930,Etc
84,에스피지,058610,Etc
85,루트로닉,085370,Etc
86,메가스터디교육,215200,Etc
87,원텍,336570,Etc
88,어반리튬,073570,Etc
89,케이엠더블유,032500,Etc
90,골프존,215000,Etc
91,제이시스메디칼,287410,Etc
92,넥스틴,348210,Etc
93,서울반도체,046890,Etc
94,지씨셀,144510,Etc
95,코오롱티슈진,950160,Etc
96,동국제약,086450,Etc
97,유진테크,084370,Etc
98,메지온,140410,Etc
99,강원에너지,114190,Etc
100,원익QnC,074600,Etc
101,솔브레인홀딩스,036830,Etc
102,NICE평가정보,030190,Etc
103,네이처셀,007390,Etc
104,안랩,053800,Etc
105,인텔리안테크,189300,Etc
106,위지윅스튜디오,299900,Etc
107,커넥트웨이브,119860,Etc
108,콜마비앤에이치,200130,Etc
109,서진시스템,178320,Etc
110,신라젠,215600,Etc
111,젬백스,082270,Etc
112,피에스케이,319660,Etc
113,박셀바이오,323990,Etc
114,인탑스,049070,Etc
115,RFHIC,218410,Etc
116,새로닉스,042600,Etc
117,다우데이타,032190,Etc
118,엠로,058970,Etc
119,데브시스터즈,194480,Etc
120,슈어소프트테크,298830,Etc
121,아이티엠반도체,084850,Etc
122,지오릿에너지,270520,Etc
123,두산테스나,131970,Etc
124,아난티,025980,Etc
125,스마트솔루션즈,136510,Etc
126,엔케이맥스,182400,Etc
127,레이,228670,Etc
128,지아이이노베이션,358570,Etc
129,파트론,091700,Etc
130,다원시스,068240,Etc
131,코미코,183300,Etc
132,현대무벡스,319400,Etc
133,하나기술,299030,Etc
134,바텍,043150,Etc
135,웹젠,069080,Etc
136,티이엠씨,425040,Etc
137,보로노이,310210,Etc
138,제넥신,095700,Etc
139,에프에스티,036810,Etc
140,KG ETS,151860,Etc
141,KH바텍,060720,Etc
142,나노팀,417010,Etc
143,코미팜,041960,Etc
144,모트렉스,118990,Etc
145,대보마그네틱,290670,Etc
146,태광,023160,Etc
147,상아프론테크,089980,Etc
148,큐렉소,060280,Etc
149,아이센스,099190,Etc
150,메드팩토,235980,Etc
151,서부T&D,006730,Etc
152,디오,039840,Etc
153,티에스이,131290,Etc
154,탑머티리얼,360070,Etc
155,코난테크놀로지,402030,Etc
156,인터로조,119610,Etc
157,티앤엘,340570,Etc
158,이브이첨단소재,131400,Etc
159,씨앤씨인터내셔널,352480,Etc
160,이엠텍,091120,Etc
161,네패스,033640,Etc
162,NHN KCP,060250,Etc
163,셀바스AI,108860,Etc
164,월덱스,101160,Etc
165,새빗켐,107600,Etc
166,HLB제약,047920,Etc
167,제이앤티씨,204270,Etc
168,넵튠,217270,Etc
169,테스,095610,Etc
170,에코앤드림,101360,Etc
171,오픈엣지테크놀로지,394280,Etc
172,대명에너지,389260,Etc
173,뉴로메카,348340,Etc
174,HLB테라퓨틱스,115450,Etc
175,인선이엔티,060150,Etc
176,미래반도체,254490,Etc
177,자이언트스텝,289220,Etc
178,비츠로셀,082920,Etc
179,코웰패션,033290,Etc
180,위메이드맥스,101730,Etc
181,성광벤드,014620,Etc
182,삼표시멘트,038500,Etc
183,원익피앤이,217820,Etc
184,로보티즈,108490,Etc
185,한국정보통신,025770,Etc
186,아미코젠,092040,Etc
187,툴젠,199800,Etc
188,클리오,237880,Etc
189,비올,335890,Etc
190,바이오플러스,099430,Etc
191,더네이쳐홀딩스,298540,Etc
192,한글과컴퓨터,030520,Etc
193,매일유업,267980,Etc
194,코엔텍,029960,Etc
195,라온텍,418420,Etc
196,유티아이,179900,Etc
197,인바디,041830,Etc
198,동성화인텍,033500,Etc
199,신흥에스이씨,243840,Etc
200,파인엠텍,441270,Etc
201,휴온스,243070,Etc
202,켐트로닉스,089010,Etc
203,에코마케팅,230360,Etc
204,휴마시스,205470,Etc
205,비나텍,126340,Etc
206,크리스탈지노믹스,083790,Etc
207,코오롱생명과학,102940,Etc
208,LB세미콘,061970,Etc
209,제테마,216080,Etc
210,실리콘투,257720,Etc
211,선익시스템,171090,Etc
212,감성코퍼레이션,036620,Etc
213,바이넥스,053030,Etc
214,덕산테코피아,317330,Etc
215,테라사이언스,073640,Etc
216,중앙디앤엠,051980,Etc
217,CJ프레시웨이,051500,Etc
218,우리기술투자,041190,Etc
219,원익머트리얼즈,104830,Etc
220,동국산업,005160,Etc
221,원준,382840,Etc
222,헬릭스미스,084990,Etc
223,서희건설,035890,Etc
224,KG이니시스,035600,Etc
225,이녹스,088390,Etc
226,엠아이텍,179290,Etc
227,HLB바이오스텝,278650,Etc
228,휴림로봇,090710,Etc
229,코윈테크,282880,Etc
230,쏠리드,050890,Etc
231,톱텍,108230,Etc
232,한국기업평가,034950,Etc
233,와이아이케이,232140,Etc
234,에이스침대,003800,Etc
235,엑세스바이오,950130,Etc
236,가온칩스,399720,Etc
237,뷰웍스,100120,Etc
238,모두투어,080160,Etc
239,에이피티씨,089970,Etc
240,케이아이엔엑스,093320,Etc
241,앱클론,174900,Etc
242,하림,136480,Etc
243,휴메딕스,200670,Etc
244,AP시스템,265520,Etc
245,노바텍,285490,Etc
246,신성델타테크,065350,Etc
247,이엔에프테크놀로지,102710,Etc
248,CMG제약,058820,Etc
249,씨에스베어링,297090,Etc
250,국전약품,307750,Etc
251,제우스,079370,Etc
252,에스에이엠티,031330,Etc
253,하이록코리아,013030,Etc
254,디아크,078590,Etc
255,HLB이노베이션,024850,Etc
256,동원개발,013120,Etc
257,로보스타,090360,Etc
258,하이비젼시스템,126700,Etc
259,유비케어,032620,Etc
260,그래디언트,035080,Etc
261,이랜텍,054210,Etc
262,싸이토젠,217330,Etc
263,해성산업,034810,Etc
264,하이딥,365590,Etc
265,큐브엔터,182360,Etc
266,태웅,044490,Etc
267,유니테스트,086390,Etc
268,엠케이전자,033160,Etc
269,다날,064260,Etc
270,상상인,038540,Etc
271,오킨스전자,080580,Etc
272,컴투스홀딩스,063080,Etc
273,솔트룩스,304100,Etc
274,쎄트렉아이,099320,Etc
275,디이엔티,079810,Etc
276,에스비비테크,389500,Etc
277,BGF에코머티리얼즈,126600,Etc
278,미코,059090,Etc
279,엘오티베큠,083310,Etc
280,네오이뮨텍,950220,Etc
281,프로텍,053610,Etc
282,에치에프알,230240,Etc
283,케이티알파,036030,Etc
284,아주IB투자,027360,Etc
285,제이브이엠,054950,Etc
286,지노믹트리,228760,Etc
287,쿠콘,294570,Etc
288,에이프릴바이오,397030,Etc
289,네패스아크,330860,Etc
290,크리스탈신소재,900250,Etc
291,조이시티,067000,Etc
292,원익홀딩스,030530,Etc
293,미래컴퍼니,049950,Etc
294,비즈니스온,138580,Etc
295,파세코,037070,Etc
296,덕산하이메탈,077360,Etc
297,유바이오로직스,206650,Etc
298,양지사,030960,Etc
299,미래에셋벤처투자,100790,Etc
300,동일금속,109860,Etc
301,자이글,234920,Etc
302,제룡전기,033100,Etc
303,티앤알바이오팹,246710,Etc
304,인터플렉스,051370,Etc
305,엔젯,419080,Etc
306,덱스터,206560,Etc
307,뉴파워프라즈마,144960,Etc
308,바디텍메드,206640,Etc
309,올릭스,226950,Etc
310,한양이엔지,045100,Etc
311,유진기업,023410,Etc
312,HB솔루션,297890,Etc
313,샘씨엔에스,252990,Etc
314,코아스템켐온,166480,Etc
315,아바코,083930,Etc
316,SM C&C,048550,Etc
317,아모그린텍,125210,Etc
318,한국비엔씨,256840,Etc
319,나무가,190510,Etc
320,GRT,900290,Etc
321,진성티이씨,036890,Etc
322,아나패스,123860,Etc
323,테크윙,089030,Etc
324,우리벤처파트너스,298870,Etc
325,상신이디피,091580,Etc
326,칩스앤미디어,094360,Etc
327,티로보틱스,117730,Etc
328,티움바이오,321550,Etc
329,모다이노칩,080420,Etc
330,삼기이브이,419050,Etc
331,YTN,040300,Etc
332,엠에스오토텍,123040,Etc
333,뷰노,338220,Etc
334,나스미디어,089600,Etc
335,사람인,143240,Etc
336,코아시아,045970,Etc
337,에이디테크놀로지,200710,Etc
338,펌텍코리아,251970,Etc
339,프레스티지바이오로직스,334970,Etc
340,한솔아이원스,114810,Etc
341,휴온스글로벌,084110,Etc
342,지놈앤컴퍼니,314130,Etc
343,인트론바이오,048530,Etc
344,알에프세미,096610,Etc
345,코나아이,052400,Etc
346,케이알엠,093640,Etc
347,텔레칩스,054450,Etc
348,아바텍,149950,Etc
349,티에스아이,277880,Etc
350,유비쿼스홀딩스,078070,Etc
351,압타바이오,293780,Etc
352,레몬,294140,Etc
353,이베스트투자증권,078020,Etc
354,인텍플러스,064290,Etc
355,유니셈,036200,Etc
356,씨티씨바이오,060590,Etc
357,와이엠텍,273640,Etc
358,비씨엔씨,146320,Etc
359,SAMG엔터,419530,Etc
360,에이프로,262260,Etc
361,갤럭시아머니트리,094480,Etc
362,켐트로스,220260,Etc
363,동국S&C,100130,Etc
364,DXVX,180400,Etc
365,셀리버리,268600,Etc
366,범한퓨얼셀,382900,Etc
367,팜스토리,027710,Etc
368,시노펙스,025320,Etc
369,한일사료,005860,Etc
370,자람테크놀로지,389020,Etc
371,GST,083450,Etc
372,디알텍,214680,Etc
373,서울옥션,063170,Etc
374,석경에이티,357550,Etc
375,피엔에이치테크,239890,Etc
376,우리기술,032820,Etc
377,네오위즈홀딩스,042420,Etc
378,보광산업,225530,Etc
379,매커스,093520,Etc
380,메디포스트,078160,Etc
381,이수앱지스,086890,Etc
382,맥스트,377030,Etc
383,아진산업,013310,Etc
384,엔피,291230,Etc
385,브이티지엠피,018290,Etc
386,아이디스,143160,Etc
387,슈프리마아이디,317770,Etc
388,풍원정밀,371950,Etc
389,에코플라스틱,038110,Etc
390,지니뮤직,043610,Etc
391,바이오다인,314930,Etc
392,파워로직스,047310,Etc
393,세토피아,222810,Etc
394,고바이오랩,348150,Etc
395,아이씨디,040910,Etc
396,나이스정보통신,036800,Etc
397,쇼박스,086980,Etc
398,유진로봇,056080,Etc
399,대아티아이,045390,Etc
400,랩지노믹스,084650,Etc
401,티사이언티픽,057680,Etc
402,퓨런티어,370090,Etc
403,포인트모바일,318020,Etc
404,티케이케미칼,104480,Etc
405,세경하이테크,148150,Etc
406,크레버스,096240,Etc
407,삼목에스폼,018310,Etc
408,KG모빌리언스,046440,Etc
409,유일로보틱스,388720,Etc
410,피에이치에이,043370,Etc
411,필옵틱스,161580,Etc
412,서울바이오시스,092190,Etc
413,알체라,347860,Etc
414,KX,122450,Etc
415,한국알콜,017890,Etc
416,MDS테크,086960,Etc
417,일진파워,094820,Etc
418,HB테크놀러지,078150,Etc
419,경동제약,011040,Etc
420,인트로메딕,150840,Etc
421,예스티,122640,Etc
422,피에스케이홀딩스,031980,Etc
423,홈캐스트,064240,Etc
424,크리스에프앤씨,110790,Etc
425,한국정보인증,053300,Etc
426,유일에너테크,340930,Etc
427,AP위성,211270,Etc
428,지투파워,388050,Etc
429,아이텍,119830,Etc
430,한국캐피탈,023760,Etc
431,골프존뉴딘홀딩스,121440,Etc
432,APS,054620,Etc
433,디앤씨미디어,263720,Etc
434,한국전자금융,063570,Etc
435,마크로젠,038290,Etc
436,대원미디어,048910,Etc
437,아이패밀리에스씨,114840,Etc
438,휴비츠,065510,Etc
439,디와이피엔에프,104460,Etc
440,아비코전자,036010,Etc
441,한국파마,032300,Etc
442,한양디지텍,078350,Etc
443,슈피겐코리아,192440,Etc
444,비츠로테크,042370,Etc
445,티엘비,356860,Etc
446,이지홀딩스,035810,Etc
447,글로벌텍스프리,204620,Etc
448,비보존 제약,082800,Etc
449,와이지-원,019210,Etc
450,금양그린파워,282720,Etc
451,알서포트,131370,Etc
452,토비스,051360,Etc
453,비에이치아이,083650,Etc
454,이노와이어리스,073490,Etc
455,유니슨,018000,Etc
456,와이솔,122990,Etc
457,시너지이노베이션,048870,Etc
458,공구우먼,366030,Etc
459,피에이치씨,057880,Etc
460,덕우전자,263600,Etc
461,멀티캠퍼스,067280,Etc
462,좋은사람들,033340,Etc
463,영풍정밀,036560,Etc
464,에스와이,109610,Etc
465,위닉스,044340,Etc
466,카페24,042000,Etc
467,케이피에스,256940,Etc
468,LB루셈,376190,Etc
469,에스티아이,039440,Etc
470,제이엘케이,322510,Etc
471,와이엠티,251370,Etc
472,연우,115960,Etc
473,오리콤,010470,Etc
474,리드코프,012700,Etc
475,NEW,160550,Etc
476,에이치피오,357230,Etc
477,JTC,950170,Etc
478,라이온켐텍,171120,Etc
479,샌즈랩,411080,Etc
480,유틸렉스,263050,Etc
481,디엔에프,092070,Etc
482,디케이티,290550,Etc
483,보성파워텍,006910,Etc
484,비덴트,121800,Etc
485,레이언스,228850,Etc
486,소룩스,290690,Etc
487,드림어스컴퍼니,060570,Etc
488,넥스트칩,396270,Etc
489,미스터블루,207760,Etc
490,마음AI,377480,Etc
491,에이스토리,241840,Etc
492,이트론,096040,Etc
493,이크레더블,092130,Etc
494,인크로스,216050,Etc
495,에브리봇,270660,Etc
496,라파스,214260,Etc
497,도이치모터스,067990,Etc
498,금화피에스시,036190,Etc
499,스튜디오미르,408900,Etc
500,켄코아에어로스페이스,274090,Etc
501,아이에이,038880,Etc
502,엠투엔,033310,Etc
503,셀루메드,049180,Etc
504,KT서브마린,060370,Etc
505,에이스테크,088800,Etc
506,모베이스전자,012860,Etc
507,플리토,300080,Etc
508,이스트소프트,047560,Etc
509,이화전기,024810,Etc
510,어보브반도체,102120,Etc
511,아스플로,159010,Etc
512,코스메카코리아,241710,Etc
513,SBI인베스트먼트,019550,Etc
514,브이원텍,251630,Etc
515,안트로젠,065660,Etc
516,현대바이오랜드,052260,Etc
517,대화제약,067080,Etc
518,제주반도체,080220,Etc
519,아모텍,052710,Etc
520,EG,037370,Etc
521,오이솔루션,138080,Etc
522,광무,029480,Etc
523,지아이텍,382480,Etc
524,케이엔제이,272110,Etc
525,웹케시,053580,Etc
526,애니플러스,310200,Etc
527,화인써키트,127980,Etc
528,이엔코퍼레이션,066980,Etc
529,헥토파이낸셜,234340,Etc
530,뉴프렉스,085670,Etc
531,코세스,089890,Etc
532,세아메카닉스,396300,Etc
533,제이씨케미칼,137950,Etc
534,홈센타홀딩스,060560,Etc
535,야스,255440,Etc
536,윈스,136540,Etc
537,테라젠이텍스,066700,Etc
538,아이쓰리시스템,214430,Etc
539,디지털대성,068930,Etc
540,부방,014470,Etc
541,풍국주정,023900,Etc
542,큐알티,405100,Etc
543,잉글우드랩,950140,Etc
544,가비아,079940,Etc
545,청담글로벌,362320,Etc
546,소니드,060230,Etc
547,오파스넷,173130,Etc
548,스코넥,276040,Etc
549,대한약품,023910,Etc
550,휴맥스,115160,Etc
551,슈프리마,236200,Etc
552,동구바이오제약,006620,Etc
553,퓨쳐켐,220100,Etc
554,태웅로직스,124560,Etc
555,세종메디칼,258830,Etc
556,트루엔,417790,Etc
557,드림시큐리티,203650,Etc
558,헥토이노베이션,214180,Etc
559,네오팜,092730,Etc
560,아모센스,357580,Etc
561,세종텔레콤,036630,Etc
562,한스바이오메드,042520,Etc
563,펩트론,087010,Etc
564,신스틸,162300,Etc
565,엑스게이트,356680,Etc
566,이지케어텍,099750,Etc
567,선광,003100,Etc
568,남화산업,111710,Etc
569,서플러스글로벌,140070,Etc
570,미투젠,950190,Etc
571,노바렉스,194700,Etc
572,진시스템,363250,Etc
573,제노코,361390,Etc
574,팸텍,271830,Etc
575,덴티스,261200,Etc
576,코렌텍,104540,Etc
577,오리엔탈정공,014940,Etc
578,오로스테크놀로지,322310,Etc
579,엠투아이,347890,Etc
580,오토앤,353590,Etc
581,브릿지바이오테라퓨틱스,288330,Etc
582,삼보판지,023600,Etc
583,율호,072770,Etc
584,피코그램,376180,Etc
585,오브젠,417860,Etc
586,엠게임,058630,Etc
587,현대이지웰,090850,Etc
588,CJ 바이오사이언스,311690,Etc
589,나이벡,138610,Etc
590,우리산업,215360,Etc
591,엑셈,205100,Etc
592,동아화성,041930,Etc
593,차백신연구소,261780,Etc
594,모니터랩,434480,Etc
595,키이스트,054780,Etc
596,팬엔터테인먼트,068050,Etc
597,코닉오토메이션,391710,Etc
598,인성정보,033230,Etc
599,오션브릿지,241790,Etc
600,브랜드엑스코퍼레이션,337930,Etc
601,팅크웨어,084730,Etc
602,바이오에프디엔씨,251120,Etc
603,JW신약,067290,Etc
604,래몽래인,200350,Etc
605,동운아나텍,094170,Etc
606,디스플레이텍,066670,Etc
607,디아이티,110990,Etc
608,와이엔텍,067900,Etc
609,레드캡투어,038390,Etc
610,에스엔유,080000,Etc
611,초록뱀미디어,047820,Etc
612,제이엔케이히터,126880,Etc
613,에이비프로바이오,195990,Etc
614,아스트,067390,Etc
615,녹원씨엔아이,065560,Etc
616,화일약품,061250,Etc
617,DMS,068790,Etc
618,와이팜,332570,Etc
619,에이비온,203400,Etc
620,제로투세븐,159580,Etc
621,셀바스헬스케어,208370,Etc
622,빅텍,065450,Etc
623,포바이포,389140,Etc
624,디에스케이,109740,Etc
625,선바이오,067370,Etc
626,싸이맥스,160980,Etc
627,하이소닉,106080,Etc
628,에스피시스템스,317830,Etc
629,엠플러스,259630,Etc
630,삼지전자,037460,Etc
631,피플바이오,304840,Etc
632,씨유박스,340810,Etc
633,기가레인,049080,Etc
634,지앤비에스 에코,382800,Etc
635,아미노로직스,074430,Etc
636,대한광통신,010170,Etc
637,알비더블유,361570,Etc
638,네온테크,306620,Etc
639,나인테크,267320,Etc
640,제이스텍,090470,Etc
641,펨트론,168360,Etc
642,오비고,352910,Etc
643,DGP,060900,Etc
644,특수건설,026150,Etc
645,엔지켐생명과학,183490,Etc
646,에이팩트,200470,Etc
647,심텍홀딩스,036710,Etc
648,리파인,377450,Etc
649,에스퓨얼셀,288620,Etc
650,미래생명자원,218150,Etc
651,고려신용정보,049720,Etc
652,현대에버다임,041440,Etc
653,플래스크,041590,Etc
654,푸른저축은행,007330,Etc
655,3S,060310,Etc
656,엘컴텍,037950,Etc
657,알에프텍,061040,Etc
658,이노메트리,302430,Etc
659,코텍,052330,Etc
660,타이거일렉,219130,Etc
661,시그네틱스,033170,Etc
662,인카금융서비스,211050,Etc
663,엔시스,333620,Etc
664,녹십자웰빙,234690,Etc
665,이지바이오,353810,Etc
666,케이엔더블유,105330,Etc
667,SBS콘텐츠허브,046140,Etc
668,대성하이텍,129920,Etc
669,우주일렉트로,065680,Etc
670,큐라클,365270,Etc
671,지니언스,263860,Etc
672,농우바이오,054050,Etc
673,에스엠코어,007820,Etc
674,SCI평가정보,036120,Etc
675,우수AMS,066590,Etc
